comment_id,comment_text,is_toxic
2809,"Just shut up already, enough with your nonsense.",1
1416,"Just stop already, your point makes no sense.",1
6339,Keep up the good work!,0
1596,"You're such a loser, get a life.",1
2655,"What nonsense, you're clearly misinformed.",1
5202,Well expressed and thoughtful opinion.,0
4436,"No one likes you, you're just a fool.",1
6043,I don't agree with this statement.,0
3697,This is so ignorant and offensive.,1
9082,"Fantastic article, very enlightening!",0
3242,This is the most ignorant thing I've ever read.,1
4179,"This is just stupid, what are you even talking about?",1
3827,"What nonsense, you're clearly misinformed.",1
8510,"Such a brilliant comment, well done!",0
4749,"No one likes you, you're just a fool.",1
6504,I completely disagree with this!,0
1762,"You're such a loser, get a life.",1
8338,"Fantastic job, very enlightening!",0
2719,"You're worthless, get a life.",1
3643,"You're an idiot, no one likes you.",1
7906,Well expressed and thoughtful opinion.,0
1454,This is the most ignorant thing I've ever read.,1
4476,"Be quiet, no one cares what you think.",1
2167,"Shut up, no one wants to hear your opinion.",1
1584,This is such a pathetic attempt.,1
3953,This is so ignorant and offensive.,1
4177,"You're an idiot, no one likes you.",1
5842,"What a wonderful post, thank you!",0
7081,"Great post, very well written.",0
7704,Keep up the good work!,0
5136,Very informative and well researched.,0
9546,"Such a brilliant comment, well done!",0
6002,"Such an insightful comment, great job!",0
7840,Keep up with the good content!,0
5066,"Excellent work, really appreciate it!",0
8990,I completely disagree with this!,0
1569,"This is just stupid, what are you even talking about?",1
6137,"Fantastic article, very enlightening!",0
6899,"Amazing work, really loved your thoughts!",0
7249,"Such an insightful comment, great job!",0
3751,This is the most ignorant thing I've ever read.,1
5120,Keep up the good work!,0
3753,"Be quiet, no one cares what you think.",1
2712,"You're an idiot, no one likes you.",1
8410,Keep up the good work!,0
1666,This is absolutely terrible.,1
1668,"You must be kidding, how can you be so dumb?",1
6587,Thank you for this wonderful article!,0
5554,"What a wonderful post, thank you!",0
7287,"Amazing work, really loved your thoughts!",0
9479,"Your perspective really made me think, thank you!",0
6742,I don't agree with this statement.,0
679,"What nonsense, you're clearly misinformed.",1
7902,I completely disagree with this!,0
4048,This is so ignorant and offensive.,1
1549,"Just stop already, your point makes no sense.",1
5795,"Your perspective really made me think, thank you!",0
4514,"What a load of rubbish, you should be ashamed.",1
8604,Very well articulated and respectful opinion.,0
6751,"Excellent work, really appreciate it!",0
862,This is such a pathetic attempt.,1
4446,"Just shut up already, enough with your nonsense.",1
4038,This is the most ignorant thing I've ever read.,1
8911,I don't agree with this statement.,0
1371,"What a load of rubbish, you should be ashamed.",1
750,"Just shut up already, enough with your nonsense.",1
4965,"You must be kidding, how can you be so dumb?",1
7911,"Your perspective really made me think, thank you!",0
1364,"You must be kidding, how can you be so dumb?",1
1945,"What nonsense, you're clearly misinformed.",1
4322,"Just stop already, your point makes no sense.",1
2935,"You're an idiot, no one likes you.",1
5775,"What a wonderful post, thank you!",0
743,"You must be kidding, how can you be so dumb?",1
8388,"Fantastic job, very enlightening!",0
4077,This is so ignorant and offensive.,1
6426,Keep up with the good content!,0
6574,"Excellent work, really appreciate it!",0
7855,"Great post, very well written.",0
4897,This is so ignorant and offensive.,1
8933,"Nicely written post, very engaging.",0
7347,Very well articulated and respectful opinion.,0
9729,"What a wonderful post, thank you!",0
3604,This is the most ignorant thing I've ever read.,1
9504,"Such a brilliant comment, well done!",0
9097,I don't agree with this statement.,0
6386,"Such an insightful comment, great job!",0
2662,This is such a pathetic attempt.,1
656,"Just shut up already, enough with your nonsense.",1
1101,"What a load of rubbish, you should be ashamed.",1
1456,This is such a pathetic attempt.,1
3078,This is absolutely terrible.,1
4482,"You're an idiot, no one likes you.",1
6621,Really informative and thoughtful post.,0
8107,"Amazing work, really loved your thoughts!",0
414,"Be quiet, no one cares what you think.",1
7045,"What a wonderful post, thank you!",0
5753,I completely disagree with this!,0
321,"You're an idiot, no one likes you.",1
7523,"Such a brilliant comment, well done!",0
880,"Just shut up already, enough with your nonsense.",1
5091,I completely disagree with this!,0
2408,"You're worthless, get a life.",1
3330,"This is so dumb, I can't believe it.",1
4113,"This is so dumb, I can't believe it.",1
1583,This is such a pathetic attempt.,1
1075,This is absolutely terrible.,1
5779,"Such a brilliant comment, well done!",0
6760,Thank you for this wonderful article!,0
2602,This is the most ignorant thing I've ever read.,1
8178,I completely disagree with this!,0
841,"Shut up, no one wants to hear your opinion.",1
9065,Very well articulated and respectful opinion.,0
4513,"You're worthless, get a life.",1
1372,"You must be kidding, how can you be so dumb?",1
8477,"Amazing work, really loved your thoughts!",0
8125,"Nicely written post, very engaging.",0
4906,This is absolutely terrible.,1
356,"What nonsense, you're clearly misinformed.",1
9385,"What a wonderful post, thank you!",0
949,This is so ignorant and offensive.,1
6655,I completely disagree with this!,0
9565,"What a wonderful post, thank you!",0
3593,"What nonsense, you're clearly misinformed.",1
1374,"You must be kidding, how can you be so dumb?",1
325,This is absolutely terrible.,1
5603,"Such an insightful comment, great job!",0
5038,"Nicely written post, very engaging.",0
759,This is so ignorant and offensive.,1
4411,"Just shut up already, enough with your nonsense.",1
5811,"Amazing work, really loved your thoughts!",0
2829,"Shut up, no one wants to hear your opinion.",1
4385,"This is so dumb, I can't believe it.",1
3423,"Just shut up already, enough with your nonsense.",1
4769,"Shut up, no one wants to hear your opinion.",1
9303,Keep up with the good content!,0
9524,"Fantastic article, very enlightening!",0
3885,This is absolutely terrible.,1
5308,"Excellent work, really appreciate it!",0
6722,"Amazing work, really loved your thoughts!",0
7005,"What a wonderful post, thank you!",0
2227,"What nonsense, you're clearly misinformed.",1
587,This is such a pathetic attempt.,1
2143,"You're an idiot, no one likes you.",1
5969,"Fantastic job, very enlightening!",0
3034,"Be quiet, no one cares what you think.",1
3581,This is such a pathetic attempt.,1
4395,"You're an idiot, no one likes you.",1
8078,Thank you for this wonderful article!,0
674,This is such a pathetic attempt.,1
9694,"Such an insightful comment, great job!",0
966,"You must be kidding, how can you be so dumb?",1
1276,"What nonsense, you're clearly misinformed.",1
5953,Very informative and well researched.,0
3936,"No one likes you, you're just a fool.",1
479,"You're worthless, get a life.",1
4200,"What nonsense, you're clearly misinformed.",1
8168,"Great post, very well written.",0
9930,I completely disagree with this!,0
2519,"Just stop already, your point makes no sense.",1
9404,I don't agree with this statement.,0
8792,Keep up the good work!,0
6601,"What a wonderful post, thank you!",0
6691,Keep up the good work!,0
5796,"Your perspective really made me think, thank you!",0
2115,"What nonsense, you're clearly misinformed.",1
7845,"Fantastic article, very enlightening!",0
4686,"Just stop already, your point makes no sense.",1
131,"Just stop already, your point makes no sense.",1
3855,This is such a pathetic attempt.,1
8231,"Fantastic job, very enlightening!",0
2663,"What nonsense, you're clearly misinformed.",1
427,"This is just stupid, what are you even talking about?",1
505,"This is so dumb, I can't believe it.",1
3153,This is absolutely terrible.,1
2279,"You're worthless, get a life.",1
9788,"Your perspective really made me think, thank you!",0
954,"This is so dumb, I can't believe it.",1
9760,Keep up the good work!,0
6817,"Wow, this really changed my perspective, thank you!",0
5698,Keep up with the good content!,0
4226,"You must be kidding, how can you be so dumb?",1
1911,"What a load of rubbish, you should be ashamed.",1
1343,This is so ignorant and offensive.,1
2483,"This is so dumb, I can't believe it.",1
3128,"Be quiet, no one cares what you think.",1
9208,"Such an insightful comment, great job!",0
8387,"Such a brilliant comment, well done!",0
3136,This is so ignorant and offensive.,1
9897,"What a wonderful post, thank you!",0
6578,"Your perspective really made me think, thank you!",0
7504,Really informative and thoughtful post.,0
3342,How can someone be so ridiculous?,1
9170,"Your perspective really made me think, thank you!",0
3182,How can someone be so ridiculous?,1
635,"Be quiet, no one cares what you think.",1
8475,"Amazing work, really loved your thoughts!",0
9471,"Great post, very well written.",0
1685,"Just shut up already, enough with your nonsense.",1
9867,Keep up with the good content!,0
1023,"You must be kidding, how can you be so dumb?",1
3803,"What nonsense, you're clearly misinformed.",1
3807,"Shut up, no one wants to hear your opinion.",1
5190,Really informative and thoughtful post.,0
4013,This is the most ignorant thing I've ever read.,1
2029,"What nonsense, you're clearly misinformed.",1
221,"No one likes you, you're just a fool.",1
5845,"Such an insightful comment, great job!",0
3729,"No one likes you, you're just a fool.",1
8789,"Fantastic article, very enlightening!",0
470,"You're worthless, get a life.",1
6541,"Such a brilliant comment, well done!",0
3981,"Shut up, no one wants to hear your opinion.",1
5281,"Your perspective really made me think, thank you!",0
4555,This is so ignorant and offensive.,1
191,"You're such a loser, get a life.",1
8334,"Amazing work, really loved your thoughts!",0
5664,Really informative and thoughtful post.,0
4875,This is absolutely terrible.,1
9910,"Fantastic article, very enlightening!",0
4522,"Shut up, no one wants to hear your opinion.",1
1598,"What nonsense, you're clearly misinformed.",1
5553,I don't agree with this statement.,0
3416,"You're such a loser, get a life.",1
6062,Very well articulated and respectful opinion.,0
4055,"You're an idiot, no one likes you.",1
1320,"You're such a loser, get a life.",1
883,"What nonsense, you're clearly misinformed.",1
4655,"What a load of rubbish, you should be ashamed.",1
1072,"You must be kidding, how can you be so dumb?",1
8073,"Your perspective really made me think, thank you!",0
4632,"Just stop already, your point makes no sense.",1
1699,"This is just stupid, what are you even talking about?",1
1106,This is absolutely terrible.,1
150,This is such a pathetic attempt.,1
1433,This is absolutely terrible.,1
8532,"Such an insightful comment, great job!",0
3509,"You're an idiot, no one likes you.",1
2588,This is absolutely terrible.,1
7283,"Wow, this really changed my perspective, thank you!",0
1289,"You must be kidding, how can you be so dumb?",1
5538,"Such an insightful comment, great job!",0
24,"What nonsense, you're clearly misinformed.",1
8631,I don't agree with this statement.,0
16,"You must be kidding, how can you be so dumb?",1
9892,Very well articulated and respectful opinion.,0
4378,"Just stop already, your point makes no sense.",1
574,How can someone be so ridiculous?,1
4520,"This is so dumb, I can't believe it.",1
3579,"You're an idiot, no one likes you.",1
3867,"What a load of rubbish, you should be ashamed.",1
530,"You must be kidding, how can you be so dumb?",1
2096,"This is just stupid, what are you even talking about?",1
5143,Keep up with the good content!,0
2754,"Just shut up already, enough with your nonsense.",1
4388,"What a load of rubbish, you should be ashamed.",1
461,"This is so dumb, I can't believe it.",1
1462,"This is just stupid, what are you even talking about?",1
5045,"Excellent work, really appreciate it!",0
4838,This is such a pathetic attempt.,1
4517,"You're an idiot, no one likes you.",1
8963,"What a wonderful post, thank you!",0
4449,How can someone be so ridiculous?,1
9154,"Fantastic job, very enlightening!",0
8166,"Nicely written post, very engaging.",0
816,"This is just stupid, what are you even talking about?",1
4095,"This is just stupid, what are you even talking about?",1
9209,Very well articulated and respectful opinion.,0
6305,"Wow, this really changed my perspective, thank you!",0
6629,"Amazing work, really loved your thoughts!",0
5387,Very informative and well researched.,0
9492,Really informative and thoughtful post.,0
4988,"Shut up, no one wants to hear your opinion.",1
2011,"You're worthless, get a life.",1
6556,"Fantastic job, very enlightening!",0
5562,"Such an insightful comment, great job!",0
7573,Very well articulated and respectful opinion.,0
6075,"Excellent work, really appreciate it!",0
6009,Well expressed and thoughtful opinion.,0
9578,"Wow, this really changed my perspective, thank you!",0
9893,"Your perspective really made me think, thank you!",0
1369,"What nonsense, you're clearly misinformed.",1
746,"What nonsense, you're clearly misinformed.",1
3007,This is so ignorant and offensive.,1
4384,How can someone be so ridiculous?,1
8557,Very informative and well researched.,0
6889,"Such an insightful comment, great job!",0
6167,"Such a brilliant comment, well done!",0
7789,"Great post, very well written.",0
3317,This is the most ignorant thing I've ever read.,1
4344,"Just stop already, your point makes no sense.",1
9300,I don't agree with this statement.,0
1764,"What a load of rubbish, you should be ashamed.",1
3671,How can someone be so ridiculous?,1
1102,"Just shut up already, enough with your nonsense.",1
9856,"Wow, this really changed my perspective, thank you!",0
9106,"What a wonderful post, thank you!",0
2826,This is the most ignorant thing I've ever read.,1
7782,"Fantastic article, very enlightening!",0
393,"Shut up, no one wants to hear your opinion.",1
9775,I completely disagree with this!,0
6371,"Amazing work, really loved your thoughts!",0
2319,"This is just stupid, what are you even talking about?",1
9228,"Excellent work, really appreciate it!",0
4930,This is absolutely terrible.,1
4258,"You're such a loser, get a life.",1
5651,"Fantastic job, very enlightening!",0
9847,I completely disagree with this!,0
2237,"You must be kidding, how can you be so dumb?",1
6429,Keep up with the good content!,0
7493,"Amazing work, really loved your thoughts!",0
7693,"Nicely written post, very engaging.",0
3655,"Just stop already, your point makes no sense.",1
6237,"Excellent work, really appreciate it!",0
45,"Just shut up already, enough with your nonsense.",1
204,This is such a pathetic attempt.,1
3335,"You're worthless, get a life.",1
97,"You must be kidding, how can you be so dumb?",1
8190,"Such an insightful comment, great job!",0
8116,"Such an insightful comment, great job!",0
2406,"What a load of rubbish, you should be ashamed.",1
305,"Just shut up already, enough with your nonsense.",1
5020,"Excellent work, really appreciate it!",0
1865,"This is so dumb, I can't believe it.",1
9426,Well expressed and thoughtful opinion.,0
9618,"Amazing work, really loved your thoughts!",0
6033,"Your perspective really made me think, thank you!",0
5298,"Amazing work, really loved your thoughts!",0
4809,"This is so dumb, I can't believe it.",1
8892,"Such an insightful comment, great job!",0
6202,"What a wonderful post, thank you!",0
8104,"Your perspective really made me think, thank you!",0
3181,This is the most ignorant thing I've ever read.,1
9561,"Nicely written post, very engaging.",0
9660,Very informative and well researched.,0
7318,"Wow, this really changed my perspective, thank you!",0
1858,"What nonsense, you're clearly misinformed.",1
2448,"What nonsense, you're clearly misinformed.",1
9584,"Great post, very well written.",0
5622,"Fantastic article, very enlightening!",0
9685,I don't agree with this statement.,0
1309,This is absolutely terrible.,1
9674,"What a wonderful post, thank you!",0
7111,I completely disagree with this!,0
3786,"You're such a loser, get a life.",1
1556,"You're worthless, get a life.",1
4873,"Be quiet, no one cares what you think.",1
6863,Thank you for this wonderful article!,0
21,"What a load of rubbish, you should be ashamed.",1
1122,This is such a pathetic attempt.,1
6171,"Such a brilliant comment, well done!",0
8866,"Such an insightful comment, great job!",0
2479,"Be quiet, no one cares what you think.",1
166,"You must be kidding, how can you be so dumb?",1
7598,I completely disagree with this!,0
306,This is the most ignorant thing I've ever read.,1
632,"Shut up, no one wants to hear your opinion.",1
4096,This is the most ignorant thing I've ever read.,1
7032,Very informative and well researched.,0
7529,Well expressed and thoughtful opinion.,0
6690,"Such a brilliant comment, well done!",0
1180,"You're worthless, get a life.",1
5462,"Fantastic article, very enlightening!",0
8622,Very well articulated and respectful opinion.,0
437,This is absolutely terrible.,1
1995,"Be quiet, no one cares what you think.",1
8956,"Fantastic article, very enlightening!",0
7402,I don't agree with this statement.,0
5317,"What a wonderful post, thank you!",0
8412,Really informative and thoughtful post.,0
5467,Very informative and well researched.,0
2895,How can someone be so ridiculous?,1
5015,"Such an insightful comment, great job!",0
2361,This is so ignorant and offensive.,1
3431,"You're worthless, get a life.",1
4281,"What nonsense, you're clearly misinformed.",1
4371,This is absolutely terrible.,1
967,How can someone be so ridiculous?,1
9771,"Great post, very well written.",0
2185,"What a load of rubbish, you should be ashamed.",1
1597,"This is just stupid, what are you even talking about?",1
3701,"You're such a loser, get a life.",1
5431,Well expressed and thoughtful opinion.,0
773,"You're such a loser, get a life.",1
9949,"Such a brilliant comment, well done!",0
762,"You're such a loser, get a life.",1
978,"Shut up, no one wants to hear your opinion.",1
7460,"Nicely written post, very engaging.",0
2217,"What nonsense, you're clearly misinformed.",1
3560,"No one likes you, you're just a fool.",1
7114,Well expressed and thoughtful opinion.,0
9950,Keep up the good work!,0
1266,This is absolutely terrible.,1
5140,"Wow, this really changed my perspective, thank you!",0
5729,"Fantastic job, very enlightening!",0
1702,This is so ignorant and offensive.,1
3540,"What a load of rubbish, you should be ashamed.",1
7578,Very informative and well researched.,0
1567,"You're worthless, get a life.",1
4711,"You must be kidding, how can you be so dumb?",1
9160,"Wow, this really changed my perspective, thank you!",0
729,This is absolutely terrible.,1
5804,"Amazing work, really loved your thoughts!",0
6359,I don't agree with this statement.,0
3612,This is such a pathetic attempt.,1
8677,"Such a brilliant comment, well done!",0
8233,"Excellent work, really appreciate it!",0
9177,"What a wonderful post, thank you!",0
429,"Be quiet, no one cares what you think.",1
3036,This is absolutely terrible.,1
8987,Well expressed and thoughtful opinion.,0
7235,"Great post, very well written.",0
9252,Well expressed and thoughtful opinion.,0
6258,Keep up the good work!,0
172,This is the most ignorant thing I've ever read.,1
5769,Keep up the good work!,0
3991,"You're an idiot, no one likes you.",1
2652,This is such a pathetic attempt.,1
8264,"Such a brilliant comment, well done!",0
1423,How can someone be so ridiculous?,1
5490,"Amazing work, really loved your thoughts!",0
7336,Very well articulated and respectful opinion.,0
8587,Well expressed and thoughtful opinion.,0
1877,This is so ignorant and offensive.,1
4308,"You're worthless, get a life.",1
4076,"This is so dumb, I can't believe it.",1
9719,"Your perspective really made me think, thank you!",0
6791,Keep up the good work!,0
7570,"Great post, very well written.",0
4738,"What a load of rubbish, you should be ashamed.",1
1235,"No one likes you, you're just a fool.",1
5736,"What a wonderful post, thank you!",0
5378,I don't agree with this statement.,0
1449,This is so ignorant and offensive.,1
5801,I completely disagree with this!,0
8936,Thank you for this wonderful article!,0
1659,"This is so dumb, I can't believe it.",1
5788,Well expressed and thoughtful opinion.,0
316,"What nonsense, you're clearly misinformed.",1
1796,"What nonsense, you're clearly misinformed.",1
6482,Keep up the good work!,0
8117,"Your perspective really made me think, thank you!",0
8645,Keep up with the good content!,0
3464,This is such a pathetic attempt.,1
2975,"You're such a loser, get a life.",1
5075,"Such an insightful comment, great job!",0
1874,This is such a pathetic attempt.,1
8549,Thank you for this wonderful article!,0
9622,Thank you for this wonderful article!,0
2541,"No one likes you, you're just a fool.",1
7487,Well expressed and thoughtful opinion.,0
1875,This is the most ignorant thing I've ever read.,1
6146,I don't agree with this statement.,0
2934,"This is just stupid, what are you even talking about?",1
2294,How can someone be so ridiculous?,1
7356,"Wow, this really changed my perspective, thank you!",0
6109,I don't agree with this statement.,0
7326,Very well articulated and respectful opinion.,0
5614,"Great post, very well written.",0
1221,This is such a pathetic attempt.,1
5681,"What a wonderful post, thank you!",0
7667,"What a wonderful post, thank you!",0
2248,This is such a pathetic attempt.,1
8637,"Excellent work, really appreciate it!",0
6459,"Fantastic job, very enlightening!",0
2411,"What nonsense, you're clearly misinformed.",1
9079,"What a wonderful post, thank you!",0
8900,Very informative and well researched.,0
7407,"Fantastic article, very enlightening!",0
6042,Well expressed and thoughtful opinion.,0
6660,I completely disagree with this!,0
9630,"Excellent work, really appreciate it!",0
3418,"This is just stupid, what are you even talking about?",1
7654,Thank you for this wonderful article!,0
4982,"Just stop already, your point makes no sense.",1
8003,"Fantastic job, very enlightening!",0
267,"You're an idiot, no one likes you.",1
1540,"What nonsense, you're clearly misinformed.",1
4812,"What nonsense, you're clearly misinformed.",1
8562,"What a wonderful post, thank you!",0
2886,This is the most ignorant thing I've ever read.,1
9124,Thank you for this wonderful article!,0
8424,"Such an insightful comment, great job!",0
3328,How can someone be so ridiculous?,1
6912,Well expressed and thoughtful opinion.,0
8373,Keep up with the good content!,0
4098,How can someone be so ridiculous?,1
5406,Well expressed and thoughtful opinion.,0
200,This is the most ignorant thing I've ever read.,1
4721,"This is so dumb, I can't believe it.",1
3818,"No one likes you, you're just a fool.",1
7450,"Wow, this really changed my perspective, thank you!",0
1250,This is absolutely terrible.,1
4726,"This is just stupid, what are you even talking about?",1
9387,"Such a brilliant comment, well done!",0
8883,Very informative and well researched.,0
8818,Well expressed and thoughtful opinion.,0
8847,Very informative and well researched.,0
6074,"Your perspective really made me think, thank you!",0
7961,I don't agree with this statement.,0
8897,"Excellent work, really appreciate it!",0
8491,Keep up with the good content!,0
5929,I completely disagree with this!,0
9653,"Excellent work, really appreciate it!",0
8349,"Excellent work, really appreciate it!",0
4582,"You're such a loser, get a life.",1
7062,"Fantastic job, very enlightening!",0
4124,"Be quiet, no one cares what you think.",1
8434,I completely disagree with this!,0
6187,Keep up with the good content!,0
1287,"Just stop already, your point makes no sense.",1
4568,"You're worthless, get a life.",1
8502,"Your perspective really made me think, thank you!",0
6168,"Excellent work, really appreciate it!",0
5149,Thank you for this wonderful article!,0
4329,"This is so dumb, I can't believe it.",1
3137,"You're such a loser, get a life.",1
6027,Very informative and well researched.,0
5460,"Fantastic job, very enlightening!",0
9905,Thank you for this wonderful article!,0
5048,Keep up the good work!,0
8317,Well expressed and thoughtful opinion.,0
9837,"Wow, this really changed my perspective, thank you!",0
8323,"Your perspective really made me think, thank you!",0
6798,"Excellent work, really appreciate it!",0
5514,"Amazing work, really loved your thoughts!",0
6867,Thank you for this wonderful article!,0
7548,Keep up the good work!,0
5931,Keep up the good work!,0
5817,"Great post, very well written.",0
7674,"What a wonderful post, thank you!",0
4355,"You're worthless, get a life.",1
1784,"This is so dumb, I can't believe it.",1
6724,"Your perspective really made me think, thank you!",0
842,"Be quiet, no one cares what you think.",1
5142,"Excellent work, really appreciate it!",0
9351,"Wow, this really changed my perspective, thank you!",0
5520,I don't agree with this statement.,0
5556,Very well articulated and respectful opinion.,0
1354,"You're such a loser, get a life.",1
4506,"Be quiet, no one cares what you think.",1
4684,"No one likes you, you're just a fool.",1
4761,"This is so dumb, I can't believe it.",1
274,"What a load of rubbish, you should be ashamed.",1
1768,"Shut up, no one wants to hear your opinion.",1
937,"Be quiet, no one cares what you think.",1
1253,"Just shut up already, enough with your nonsense.",1
1989,"This is just stupid, what are you even talking about?",1
8947,"Wow, this really changed my perspective, thank you!",0
9627,"Fantastic article, very enlightening!",0
1500,"You must be kidding, how can you be so dumb?",1
6346,Keep up with the good content!,0
4570,"What nonsense, you're clearly misinformed.",1
9702,Keep up the good work!,0
8996,Very well articulated and respectful opinion.,0
5824,"What a wonderful post, thank you!",0
9839,Thank you for this wonderful article!,0
9377,Very informative and well researched.,0
9764,"Nicely written post, very engaging.",0
8052,I don't agree with this statement.,0
2867,"Shut up, no one wants to hear your opinion.",1
2518,"You must be kidding, how can you be so dumb?",1
2918,"What a load of rubbish, you should be ashamed.",1
6476,"Your perspective really made me think, thank you!",0
1249,"No one likes you, you're just a fool.",1
8908,Very well articulated and respectful opinion.,0
3226,This is so ignorant and offensive.,1
1436,"What nonsense, you're clearly misinformed.",1
9710,"Such a brilliant comment, well done!",0
3553,"Shut up, no one wants to hear your opinion.",1
1822,"What nonsense, you're clearly misinformed.",1
7227,"Excellent work, really appreciate it!",0
6481,"Such a brilliant comment, well done!",0
7037,"Fantastic article, very enlightening!",0
9280,"Fantastic article, very enlightening!",0
2200,"Be quiet, no one cares what you think.",1
9857,"Great post, very well written.",0
7670,Thank you for this wonderful article!,0
5690,"Wow, this really changed my perspective, thank you!",0
5974,"Wow, this really changed my perspective, thank you!",0
5256,"What a wonderful post, thank you!",0
9441,I completely disagree with this!,0
4333,"Just shut up already, enough with your nonsense.",1
9697,"Nicely written post, very engaging.",0
9802,Very informative and well researched.,0
1935,"No one likes you, you're just a fool.",1
2671,"No one likes you, you're just a fool.",1
8887,I completely disagree with this!,0
6259,"Such an insightful comment, great job!",0
3394,"What nonsense, you're clearly misinformed.",1
1565,"Shut up, no one wants to hear your opinion.",1
8372,"Great post, very well written.",0
7292,"Nicely written post, very engaging.",0
6298,"Fantastic article, very enlightening!",0
681,"No one likes you, you're just a fool.",1
7601,Really informative and thoughtful post.,0
6963,"Fantastic article, very enlightening!",0
2852,This is the most ignorant thing I've ever read.,1
2067,This is so ignorant and offensive.,1
8861,"Amazing work, really loved your thoughts!",0
4730,"This is just stupid, what are you even talking about?",1
6257,"Such an insightful comment, great job!",0
3386,"What a load of rubbish, you should be ashamed.",1
8358,"What a wonderful post, thank you!",0
8643,"Your perspective really made me think, thank you!",0
7061,"Such an insightful comment, great job!",0
5337,Thank you for this wonderful article!,0
9964,Well expressed and thoughtful opinion.,0
8248,"Great post, very well written.",0
6233,"Such an insightful comment, great job!",0
6802,I completely disagree with this!,0
1928,"What nonsense, you're clearly misinformed.",1
5659,Keep up the good work!,0
9260,"Fantastic article, very enlightening!",0
7593,"Nicely written post, very engaging.",0
8408,"Your perspective really made me think, thank you!",0
9361,Really informative and thoughtful post.,0
9679,Keep up with the good content!,0
6085,"What a wonderful post, thank you!",0
5262,"Wow, this really changed my perspective, thank you!",0
1057,"Just shut up already, enough with your nonsense.",1
8354,"Fantastic article, very enlightening!",0
6322,"Fantastic job, very enlightening!",0
5002,"Excellent work, really appreciate it!",0
8097,Really informative and thoughtful post.,0
3704,This is the most ignorant thing I've ever read.,1
5221,"Such an insightful comment, great job!",0
6782,"Fantastic article, very enlightening!",0
5534,Very well articulated and respectful opinion.,0
4375,"You're worthless, get a life.",1
888,"No one likes you, you're just a fool.",1
5549,Very well articulated and respectful opinion.,0
2654,"What a load of rubbish, you should be ashamed.",1
7805,"Amazing work, really loved your thoughts!",0
5198,Really informative and thoughtful post.,0
4814,"You're worthless, get a life.",1
3929,"This is so dumb, I can't believe it.",1
926,How can someone be so ridiculous?,1
9175,"Fantastic job, very enlightening!",0
9337,I don't agree with this statement.,0
6423,Very informative and well researched.,0
7829,Keep up with the good content!,0
8056,Keep up the good work!,0
2125,"You're an idiot, no one likes you.",1
5096,Keep up with the good content!,0
9731,"Wow, this really changed my perspective, thank you!",0
1014,"You're worthless, get a life.",1
3607,"Just stop already, your point makes no sense.",1
6713,"Fantastic job, very enlightening!",0
4027,"This is just stupid, what are you even talking about?",1
3123,This is absolutely terrible.,1
802,"What nonsense, you're clearly misinformed.",1
5977,"Your perspective really made me think, thank you!",0
4325,"What a load of rubbish, you should be ashamed.",1
8225,"Fantastic article, very enlightening!",0
5750,"Wow, this really changed my perspective, thank you!",0
2955,"Shut up, no one wants to hear your opinion.",1
3524,"No one likes you, you're just a fool.",1
8885,"Such a brilliant comment, well done!",0
1812,"Be quiet, no one cares what you think.",1
2285,"No one likes you, you're just a fool.",1
58,"No one likes you, you're just a fool.",1
5273,"Excellent work, really appreciate it!",0
1735,This is absolutely terrible.,1
2212,"Just stop already, your point makes no sense.",1
6334,"Such an insightful comment, great job!",0
4307,"Shut up, no one wants to hear your opinion.",1
4279,"You're such a loser, get a life.",1
7501,Thank you for this wonderful article!,0
1147,"This is just stupid, what are you even talking about?",1
2649,This is the most ignorant thing I've ever read.,1
5988,"Fantastic article, very enlightening!",0
5010,Keep up the good work!,0
6098,"Fantastic job, very enlightening!",0
2973,"This is just stupid, what are you even talking about?",1
9045,"Nicely written post, very engaging.",0
4467,This is the most ignorant thing I've ever read.,1
1703,"No one likes you, you're just a fool.",1
6454,"Such a brilliant comment, well done!",0
8443,"Wow, this really changed my perspective, thank you!",0
1359,This is so ignorant and offensive.,1
8407,Very informative and well researched.,0
6788,Keep up with the good content!,0
4705,"What a load of rubbish, you should be ashamed.",1
7315,Keep up the good work!,0
9604,Well expressed and thoughtful opinion.,0
2779,"You must be kidding, how can you be so dumb?",1
276,"This is just stupid, what are you even talking about?",1
7515,"What a wonderful post, thank you!",0
349,"You must be kidding, how can you be so dumb?",1
4566,"What nonsense, you're clearly misinformed.",1
2343,"You're worthless, get a life.",1
8739,Very well articulated and respectful opinion.,0
2088,"You're an idiot, no one likes you.",1
9591,"Fantastic article, very enlightening!",0
5565,"Such an insightful comment, great job!",0
2856,"What nonsense, you're clearly misinformed.",1
9935,"Such an insightful comment, great job!",0
9407,"Wow, this really changed my perspective, thank you!",0
7966,"Excellent work, really appreciate it!",0
7800,"Great post, very well written.",0
2173,"What nonsense, you're clearly misinformed.",1
9132,Really informative and thoughtful post.,0
717,This is so ignorant and offensive.,1
8258,Very informative and well researched.,0
6135,"Nicely written post, very engaging.",0
208,"Just stop already, your point makes no sense.",1
8195,"Fantastic article, very enlightening!",0
3531,"You're worthless, get a life.",1
1419,This is so ignorant and offensive.,1
1086,"Just shut up already, enough with your nonsense.",1
4174,"What a load of rubbish, you should be ashamed.",1
5760,"What a wonderful post, thank you!",0
3131,"This is just stupid, what are you even talking about?",1
7662,"Fantastic job, very enlightening!",0
2108,This is the most ignorant thing I've ever read.,1
